title,genres
The Art of War,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
The Ballad of Ramblin' Jack,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"
Phish: Bittersweet Motel,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
Bring It On,"[{'id': 35, 'name': 'Comedy'}]"
Catfish in Black Bean Sauce,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
The Crew,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Love & Sex,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Steal This Movie,"[{'id': 18, 'name': 'Drama'}]"
Went to Coney Island on a Mission from God... Be Back by Five,"[{'id': 18, 'name': 'Drama'}]"
Skipped Parts,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Highlander: Endgame,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
Backstage,[]
Turn It Up,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Anatomy,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Nurse Betty,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Alone,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
The Watcher,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Way of the Gun,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Almost Famous,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
Bait,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Circus,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Crime + Punishment in Suburbia,"[{'id': 18, 'name': 'Drama'}]"
Duets,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
Goya in Bordeaux,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
Urbania,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
Uninvited Guest,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Specials,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Under Suspicion,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Prince of Central Park,[]
Urban Legends: Final Cut,"[{'id': 27, 'name': 'Horror'}]"
Woman on Top,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Dancer in the Dark,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]"
Best in Show,"[{'id': 35, 'name': 'Comedy'}]"
Beautiful,"[{'id': 35, 'name': 'Comedy'}]"
Barenaked in America,"[{'id': 99, 'name': 'Documentary'}]"
The Broken Hearts Club: A Romantic Comedy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Girlfight,"[{'id': 18, 'name': 'Drama'}]"
Remember the Titans,"[{'id': 18, 'name': 'Drama'}]"
Hellraiser,"[{'id': 27, 'name': 'Horror'}]"
Hellbound: Hellraiser II,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Hellraiser III: Hell on Earth,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
"Faraway, So Close!","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
Beach Party,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
Bikini Beach,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
Return of the Fly,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Pajama Party,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Stranger Than Paradise,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Voyage to the Bottom of the Sea,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
Fantastic Voyage,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"
Abbott and Costello Meet Frankenstein,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
The Bank Dick,"[{'id': 35, 'name': 'Comedy'}]"
Creature from the Black Lagoon,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
The Giant Gila Monster,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
The Invisible Man,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
The Killer Shrews,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Kronos,"[{'id': 878, 'name': 'Science Fiction'}]"
Phantom of the Opera,"[{'id': 10402, 'name': 'Music'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]"
Runaway,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]"
The Slumber Party Massacre,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
Slumber Party Massacre II,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]"
Slumber Party Massacre III,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]"
Sorority House Massacre,"[{'id': 27, 'name': 'Horror'}]"
Sorority House Massacre II,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Bamboozled,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Bootmen,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
Digimon: The Movie,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]"
Get Carter,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Get Carter,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Meet the Parents,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Requiem for a Dream,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Tigerland,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
Two Family House,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Contender,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Dr. T and the Women,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Just Looking,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
The Ladies Man,"[{'id': 35, 'name': 'Comedy'}]"
Lost Souls,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Billy Jack,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
Billy Jack Goes to Washington,"[{'id': 18, 'name': 'Drama'}]"
The Time Machine,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]"
Haunted,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]"
Ghoulies,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]"
Ghoulies II,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
The Unsinkable Molly Brown,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
The Adventures of Ichabod and Mr. Toad,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
The Strange Love of Martha Ivers,"[{'id': 18, 'name': 'Drama'}]"
Detour,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Billy Elliot,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
Bedazzled,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Pay It Forward,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Beyond,"[{'id': 27, 'name': 'Horror'}]"
The Private Eyes,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]"
The Legend of Drunken Master,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Book of Shadows: Blair Witch 2,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"
The Little Vampire,"[{'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}]"
Lucky Numbers,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Stardom,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Charlie's Angels,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
The Legend of Bagger Vance,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]"
Little Nicky,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]"
Men of Honor,"[{'id': 18, 'name': 'Drama'}]"
Red Planet,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
What's Cooking?,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
You Can Count on Me,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Diamonds Are Forever,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
The Eagle Has Landed,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
The 6th Day,"[{'id': 878, 'name': 'Science Fiction'}]"
Bounce,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
How the Grinch Stole Christmas,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
One Day in September,"[{'id': 99, 'name': 'Documentary'}]"
Rugrats in Paris: The Movie,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
102 Dalmatians,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Malena,"[{'id': 18, 'name': 'Drama'}]"
Quills,"[{'id': 18, 'name': 'Drama'}]"
Unbreakable,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
Boys Life 3,[]
"Crouching Tiger, Hidden Dragon","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"
Dungeons & Dragons,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
Proof of Life,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Vertical Limit,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
The Bounty,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Code of Silence,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
"Planes, Trains and Automobiles","[{'id': 35, 'name': 'Comedy'}]"
She's Having a Baby,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Secrets of the Heart,"[{'id': 18, 'name': 'Drama'}]"
The Living Daylights,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
The Transformers: The Movie,"[{'id': 16, 'name': 'Animation'}]"
Wall Street,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Born on the Fourth of July,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
Talk Radio,"[{'id': 18, 'name': 'Drama'}]"
Brewster's Millions,"[{'id': 35, 'name': 'Comedy'}]"
Snatch,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Punchline,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Mr Accident,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]"
Chocolat,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"Dude, Where’s My Car?","[{'id': 35, 'name': 'Comedy'}]"
The Emperor's New Groove,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Pollock,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
What Women Want,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Finding Forrester,"[{'id': 18, 'name': 'Drama'}]"
The Gift,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
Before Night Falls,"[{'id': 18, 'name': 'Drama'}]"
Cast Away,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
The Family Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]"
The House of Mirth,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Miss Congeniality,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]"
Nowhere to Hide,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
"O Brother, Where Art Thou?","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
Songcatcher,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
State and Main,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Dracula 2000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"
All the Pretty Horses,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]"
An Everlasting Piece,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
Thirteen Days,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Traffic,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
The Claim,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]"
Shadow of the Vampire,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
House of Games,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Kill Me Again,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Annie,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]"
Don't Tell Mom the Babysitter's Dead,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
An Officer and a Gentleman,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Alamo,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}]"
At Close Range,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Breaker! Breaker!,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Breakheart Pass,"[{'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}, {'id': 9648, 'name': 'Mystery'}]"
Friendly Persuasion,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]"
Gettysburg,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Imaginary Crimes,"[{'id': 18, 'name': 'Drama'}]"
Rancho Deluxe,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]"
The St  Francisville Experiment,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Antitrust,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Double Take,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Save the Last Dance,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]"
Panic,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
The Pledge,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Kids World,[]
The Personals,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
The Amati Girls,"[{'id': 18, 'name': 'Drama'}]"
Love Field,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Man in the Moon,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
Mystic Pizza,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Prelude to a Kiss,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Coffy,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Foxy Brown,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
I'm Gonna Git You Sucka,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Untamed Heart,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Sugar & Spice,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]"
The Wedding Planner,"[{'id': 35, 'name': 'Comedy'}]"
Amy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Dog Run,[]
Faithless,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Invisible Circus,"[{'id': 18, 'name': 'Drama'}]"
The Legend of Rita,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
A Monkey's Tale,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
Two Ninas,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
"Harry, He's Here To Help","[{'id': 35, 'name': 'Comedy'}]"
Amazing Grace and Chuck,"[{'id': 18, 'name': 'Drama'}]"
Amazon Women on the Moon,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
Baby Boom,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]"
Back to the Beach,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
Barfly,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Best Seller,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Beverly Hills Cop II,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
Beverly Hills Cop,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
The Big Easy,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
Big Shots,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
The Big Town,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Born in East L.A.,"[{'id': 35, 'name': 'Comedy'}]"
The Brave Little Toaster,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]"
Can't Buy Me Love,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]"
Cherry 2000,"[{'id': 878, 'name': 'Science Fiction'}]"
Cop,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Critical Condition,"[{'id': 35, 'name': 'Comedy'}]"
Cry Freedom,"[{'id': 18, 'name': 'Drama'}]"
Curse,"[{'id': 27, 'name': 'Horror'}]"
Dead of Winter,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
The Dead,"[{'id': 18, 'name': 'Drama'}]"
Death Before Dishonor,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
Disorderlies,"[{'id': 35, 'name': 'Comedy'}]"
Dogs in Space,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]"
Eddie Murphy Raw,"[{'id': 35, 'name': 'Comedy'}]"
Empire of the Sun,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
Ernest Goes to Camp,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
The Evil Dead,"[{'id': 27, 'name': 'Horror'}]"
Extreme Prejudice,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]"
Family Viewing,"[{'id': 18, 'name': 'Drama'}]"
Five Corners,"[{'id': 18, 'name': 'Drama'}]"
Flowers in the Attic,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Fourth Protocol,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Gardens of Stone,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Julia and Julia,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
The Glass Menagerie,"[{'id': 18, 'name': 'Drama'}]"
"Good Morning, Babylon","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
Hiding Out,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 53, 'name': 'Thriller'}]"
Hollywood Shuffle,"[{'id': 35, 'name': 'Comedy'}]"
Hope and Glory,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
